Siren;Responsable;Adresse;Code_Postal;Ville;NAF;TypeCIL;Portee;Location;Adress generated;Latitude;Longitude;name;description
799438346;ME GUILLAUME LORIOD;40 AV MARECHAL DE LATTRE DE TASSIGNY ;33470;GUJAN-MESTRAS;6910Z Activités juridiques;PROFESSIONNEL;Etendue;40 AV MARECHAL DE LATTRE DE TASSIGNY  GUJAN-MESTRAS;40 AV MARECHAL DE LATTRE DE TASSIGNY  GUJAN-MESTRAS;44.638201;-1.112526;ME GUILLAUME LORIOD;SIREN : 799438346 | NAF : 6910Z Activités juridiques | Portée : Etendue
328140165;SCP BORDENAVE CAMY-PALOU LARRAN MOUNAIX NOTAIRES ASSOCIES;160 ROUTE DE BAYONNE ;40301;PEYREHORADE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;160 ROUTE DE BAYONNE  PEYREHORADE;160 ROUTE DE BAYONNE  PEYREHORADE;43.547245;-1.113812;SCP BORDENAVE CAMY-PALOU LARRAN MOUNAIX NOTAIRES ASSOCIES;SIREN : 328140165 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
320609498;SCP JEAN - MICHEL CARTADE;140 CHEMIN DU HANGAS BP 3;31370;RIEUMES;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;140 CHEMIN DU HANGAS BP 3 31370 RIEUMES;140 CHEMIN DU HANGAS  31370 RIEUMES;43.411864;1.113925;SCP JEAN - MICHEL CARTADE;SIREN : 320609498 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
322425273;ADMR ALMAYRAC-SAINTE-GEMME;MAIRIE ;81190;STE GEMME;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;MAIRIE  STE GEMME;MAIRIE  STE GEMME;46.481395;-1.114103;ADMR ALMAYRAC-SAINTE-GEMME;SIREN : 322425273 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
786218000;ADMR TORFOU LE LONGERON;MAIRIE ;49660;TORFOU;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;MAIRIE  TORFOU;MAIRIE  TORFOU;47.039895;-1.114838;ADMR TORFOU LE LONGERON;SIREN : 786218000 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
786457523;ADMR L'OIE;6 B RUE DE L'AUBLONNIERE ;85110;STE CECILE;8899B Autre action sociale sans hébergement;PROFESSIONNEL;Etendue;6 B RUE DE L'AUBLONNIERE  STE CECILE;6 B RUE DE L'AUBLONNIERE  STE CECILE;46.743021;-1.115935;ADMR L'OIE;SIREN : 786457523 | NAF : 8899B Autre action sociale sans hébergement | Portée : Etendue
323734277;ASSOCIATION ADMR DE RIEUMES;2 PL DE LA PATTE D'OIE ;31370;RIEUMES;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;2 PL DE LA PATTE D'OIE  RIEUMES;2 PL DE LA PATTE D'OIE  RIEUMES;43.412236;1.117052;ASSOCIATION ADMR DE RIEUMES;SIREN : 323734277 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
530514942;BADI MYRIAM;1666 RUE DE LA HAIE ;76230;BOIS GUILLAUME;6910Z Activités juridiques;PROFESSIONNEL;Etendue;1666 RUE DE LA HAIE  BOIS GUILLAUME;1666 RUE DE LA HAIE  BOIS GUILLAUME;49.469793;1.117681;BADI MYRIAM;SIREN : 530514942 | NAF : 6910Z Activités juridiques | Portée : Etendue
330872524;ETUDE DE MAITRE BEDRY HUISSIER DE JUSTICE;8 PLACE DES MARCHANDS ;31370;RIEUDES;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;8 PLACE DES MARCHANDS  RIEUDES;8 PLACE DES MARCHANDS  RIEUDES;43.41245;1.120261;ETUDE DE MAITRE BEDRY HUISSIER DE JUSTICE;SIREN : 330872524 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
403010000;ADMR CANTON FOUGERES NORD;6 AV DE BRETAGNE ;35133;FLEURIGNE;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;6 AV DE BRETAGNE  FLEURIGNE;6 AV DE BRETAGNE  FLEURIGNE;48.336789;-1.122282;ADMR CANTON FOUGERES NORD;SIREN : 403010000 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
790824460;PEYRONNETTE MURIELLE;24 BOULEVARD DU COMMANDANT CHARCOT BP 7 ;33780;SOULAC;Code APE: 6910;PROFESSIONNEL;Etendue;24 BOULEVARD DU COMMANDANT CHARCOT BP 7  SOULAC;24 BOULEVARD DU COMMANDANT CHARCOT BP 7  SOULAC;45.515125;-1.123258;PEYRONNETTE MURIELLE;SIREN : 790824460 | NAF : Code APE: 6910 | Portée : Etendue
786199000;ADMR LA MOINE;11 B PL DU CHATEAU DE MONDEMENT ;49230;ST GERMAIN SUR MOINE;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;11 B PL DU CHATEAU DE MONDEMENT  ST GERMAIN SUR MOINE;11 B PL DU CHATEAU DE MONDEMENT  ST GERMAIN SUR MOINE;47.118621;-1.123904;ADMR LA MOINE;SIREN : 786199000 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
777700000;ADMR LOUVIGNE DU DESERT;19 RUE LARIBOISIERE ;35420;LOUVIGNE DU DESERT;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;19 RUE LARIBOISIERE  LOUVIGNE DU DESERT;19 RUE LARIBOISIERE  LOUVIGNE DU DESERT;48.479955;-1.124276;ADMR LOUVIGNE DU DESERT;SIREN : 777700000 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
490686011;SCP LOMBRAIL ET MEYNARD;24 RUE BREMONTIER ;33780;SOULAC SUR MER;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;24 RUE BREMONTIER  SOULAC SUR MER;24 RUE BREMONTIER  SOULAC SUR MER;45.512885;-1.125332;SCP LOMBRAIL ET MEYNARD;SIREN : 490686011 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
;MAITRE XAVIER  TAYEAU, HUISSIER DE JUSTICE;6  RUE DE VARIZE ;33780;SOULAC SUR MER;6910Z Activités juridiques;PROFESSIONNEL;Etendue;6  RUE DE VARIZE  SOULAC SUR MER;6  RUE DE VARIZE  SOULAC SUR MER;45.513221;-1.126658;MAITRE XAVIER  TAYEAU, HUISSIER DE JUSTICE;SIREN :  | NAF : 6910Z Activités juridiques | Portée : Etendue
309511913;MAITRE LEBOUTEILLER ET SAMSON;31 RUE DE LA CAVEE ;50880;PONT HERBERT;6910Z Activités juridiques;PROFESSIONNEL;Etendue;31 RUE DE LA CAVEE  PONT HERBERT;31 RUE DE LA CAVEE  PONT HERBERT;49.167455;-1.131538;MAITRE LEBOUTEILLER ET SAMSON;SIREN : 309511913 | NAF : 6910Z Activités juridiques | Portée : Etendue
780879912;ASSO ADMR SSIAD DE PONT HEBERT;MAIRIE  PLACE DU GENERAL DE GAULLE ;50880;PONT HEBERT;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;MAIRIE  PLACE DU GENERAL DE GAULLE  PONT HEBERT;MAIRIE  PLACE DU GENERAL DE GAULLE  PONT HEBERT;49.168735;-1.135473;ASSO ADMR SSIAD DE PONT HEBERT;SIREN : 780879912 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
352955785;ETUDE DE MAITRE GUYONEAUD ALAIN HUISSIER DE JUSTICE;10 RUE DES SCARFIGNONS ;46700;PUYLEVEQUE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;10 RUE DES SCARFIGNONS  46700 PUYLEVEQUE;46700 PUYLEVEQUE;44.503914;1.136808;ETUDE DE MAITRE GUYONEAUD ALAIN HUISSIER DE JUSTICE;SIREN : 352955785 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
313117434;ADMR ST AIGNAN SUR ROE;7 RUE RELAIS DES DILIGENCES ;53390;ST AIGNAN SUR ROE;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;7 RUE RELAIS DES DILIGENCES  ST AIGNAN SUR ROE;7 RUE RELAIS DES DILIGENCES  ST AIGNAN SUR ROE;47.841297;-1.137754;ADMR ST AIGNAN SUR ROE;SIREN : 313117434 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
389212614;MORELLEC MARIE PIERRE;16 RUE JEAN GREMILLON BP 5;50620;SAINT JEAN DE DAYE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;16 RUE JEAN GREMILLON BP 5 50620 SAINT JEAN DE DAYE;16 RUE JEAN GREMILLON BP 5 50620 SAINT JEAN DE DAYE;49.228274;-1.13804;MORELLEC MARIE PIERRE;SIREN : 389212614 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
480447549;SSIADPA ADMR BASSE VALLEE DU LOT;BP 22 6 RUE DU DOCTEUR DELBREIL ;46700;PUY L EVEQUE;8690D Autres activités pour la santé humaine;PROFESSIONNEL;Etendue;BP 22 6 RUE DU DOCTEUR DELBREIL  PUY L EVEQUE;BP 22 6 RUE DU DOCTEUR DELBREIL  PUY L EVEQUE;44.50673;1.140176;SSIADPA ADMR BASSE VALLEE DU LOT;SIREN : 480447549 | NAF : 8690D Autres activités pour la santé humaine | Portée : Etendue
347765919;SCP RULLIER CATHERINE HUISSIER DE JUSTICE;5 BOULEVARD PASTEUR BP 69;17390;LA TREMBLADE;6910Z Activités juridiques;PROFESSIONNEL;Etendue;5 BOULEVARD PASTEUR BP 69 LA TREMBLADE;5 BOULEVARD PASTEUR BP 69 LA TREMBLADE;45.770455;-1.140335;SCP RULLIER CATHERINE HUISSIER DE JUSTICE;SIREN : 347765919 | NAF : 6910Z Activités juridiques | Portée : Etendue
632750139;DAVIGEL;ZONE INDUSTRIELLE DE DIEPPE ;76370;MARTIN-EGLISE;4639A Commerce de gros de produits alimentaires, de boissons et de tabac;PROFESSIONNEL;Générale;ZONE INDUSTRIELLE DE DIEPPE  76370 MARTIN-EGLISE;ZONE INDUSTRIELLE DE DIEPPE  76370 MARTIN-EGLISE;49.901347;1.140701;DAVIGEL;SIREN : 632750139 | NAF : 4639A Commerce de gros de produits alimentaires, de boissons et de tabac | Portée : Générale
319229365;C.D.S. LA TREMBLADE;6 RUE DE LA SEUDRE ;17390;LA TREMBLADE;8690D Autres activités pour la santé humaine;PROFESSIONNEL;Etendue;6 RUE DE LA SEUDRE  LA TREMBLADE;6 RUE DE LA SEUDRE  LA TREMBLADE;45.769546;-1.140831;C.D.S. LA TREMBLADE;SIREN : 319229365 | NAF : 8690D Autres activités pour la santé humaine | Portée : Etendue
781010681;SCP HUTEREAU CORNILLE ROUSSIGNOL NOTAIRES ASSOCIES;12 RUE THIERS BP 27;76161;DARNETAL CEDEX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;12 RUE THIERS BP 27 76161 DARNETAL CEDEX;12 RUE THIERS 76161 DARNETAL CEDEX;49.438539;1.143569;SCP HUTEREAU CORNILLE ROUSSIGNOL NOTAIRES ASSOCIES;SIREN : 781010681 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
410569180;OFFICE NOTARIAL DE MAITRE BRUNO CARMENT;87 AVENUE DU GENERAL DE GAULLE BP 3;33740;ARES;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;87 AVENUE DU GENERAL DE GAULLE BP 3 33740 ARES;87 AVENUE DU GENERAL DE GAULLE 33740 ARES;44.780028;-1.143736;OFFICE NOTARIAL DE MAITRE BRUNO CARMENT;SIREN : 410569180 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
595920117;TIAC;RUE DE LIMACON ;41190;HERBAULT;"284B  Forge, emboutissage, estampage ; métallurgie des poudres ";PROFESSIONNEL;Etendue;RUE DE LIMACON  HERBAULT;RUE DE LIMACON  HERBAULT;47.609595;1.143796;TIAC;"SIREN : 595920117 | NAF : 284B  Forge, emboutissage, estampage ; métallurgie des poudres  | Portée : Etendue"
302149356;ASS LOCALE ADMR CASTETS;MAISON DES SERVICES 48 RUE STE HELENE ;40260;CASTETS;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;MAISON DES SERVICES 48 RUE STE HELENE  40260 CASTETS;MAISON DES SERVICES 48 RUE STE HELENE  40260 CASTETS;43.881922;-1.145308;ASS LOCALE ADMR CASTETS;SIREN : 302149356 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
410902597;SCP PETGES ET ROBIN;ROUTE DE DAX BP 13;40260;CASTETS;6910Z Activités juridiques;PROFESSIONNEL;Etendue;ROUTE DE DAX BP 13 40260 CASTETS;ROUTE DE DAX BP 13 40260 CASTETS;43.881922;-1.145308;SCP PETGES ET ROBIN;SIREN : 410902597 | NAF : 6910Z Activités juridiques | Portée : Etendue
320979354;SCP TYRAN DOUVILLE RAULT LE ROY HUISSIERS DE JUSTICE ASSOCIES;19 RUE SAINT-SAUVEUR BP 835;27008;EVREUX CEDEX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;19 RUE SAINT-SAUVEUR BP 835 27008 EVREUX CEDEX;19 RUE SAINT-SAUVEUR  27008 EVREUX CEDEX;49.025905;1.14539;SCP TYRAN DOUVILLE RAULT LE ROY HUISSIERS DE JUSTICE ASSOCIES;SIREN : 320979354 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
331346585;SCP BALARD VILLANOU;SQUARE BALAGUE ;9200;SAINT GIRONS;6910Z Activités juridiques;PROFESSIONNEL;Etendue;SQUARE BALAGUE  SAINT GIRONS;SQUARE BALAGUE  SAINT GIRONS;42.982876;1.146088;SCP BALARD VILLANOU;SIREN : 331346585 | NAF : 6910Z Activités juridiques | Portée : Etendue
348155565;SCP VAUCHELLE, BOUGEARD ET JOURDAIN ;91 ROUTE DE PARIS BP 25;76240;LE MESNIL ESNARD;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;91 ROUTE DE PARIS BP 25 LE MESNIL ESNARD;91 ROUTE DE PARIS BP 25 LE MESNIL ESNARD;49.412267;1.146432;SCP VAUCHELLE, BOUGEARD ET JOURDAIN ;SIREN : 348155565 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
399098573;SCP CANDE-RUCHAUD ET BASCOULERGUE NOTAIRES ASSOCIES;18 RUE DE VERDUN ;27000;EVREUX;6910Z Activités juridiques;PROFESSIONNEL;Etendue;18 RUE DE VERDUN  EVREUX;18 RUE DE VERDUN  EVREUX;49.023746;1.14664;SCP CANDE-RUCHAUD ET BASCOULERGUE NOTAIRES ASSOCIES;SIREN : 399098573 | NAF : 6910Z Activités juridiques | Portée : Etendue
320802119;ETUDE DE MAITRE PUJOL-LAHILLE MIREILLE HUISSIER DE JUSTICE;22 RUE SAINT-VALIER ;9200;SAINT GIRONS;6910Z Activités juridiques;PROFESSIONNEL;Etendue;22 RUE SAINT-VALIER  SAINT GIRONS;22 RUE SAINT-VALIER  SAINT GIRONS;42.983937;1.146736;ETUDE DE MAITRE PUJOL-LAHILLE MIREILLE HUISSIER DE JUSTICE;SIREN : 320802119 | NAF : 6910Z Activités juridiques | Portée : Etendue
325437473;SCP DESBRUERES ET ASSOCIES;100, RUE DE L'EGLISE - ISNEAUVILLE BP 536;76235;BOIS GUILLAUME CEDEX;011A Culture;PROFESSIONNEL;Etendue;100, RUE DE L'EGLISE - ISNEAUVILLE BP 536 BOIS GUILLAUME CEDEX;100, RUE DE L'EGLISE - ISNEAUVILLE BP 536 BOIS GUILLAUME CEDEX;49.496552;1.148411;SCP DESBRUERES ET ASSOCIES;SIREN : 325437473 | NAF : 011A Culture | Portée : Etendue
478395420;SCP DE ARRIBA DEMEY ET PREVET HUISSIERS DE JUSTICE ASSOCIES;24 RUE ST THOMAS ;27000;EVREUX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;24 RUE ST THOMAS  EVREUX;24 RUE ST THOMAS  EVREUX;49.028335;1.14908;SCP DE ARRIBA DEMEY ET PREVET HUISSIERS DE JUSTICE ASSOCIES;SIREN : 478395420 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
319739926;ETUDE DE MAITRE BESNARD PIERRE ALAIN NOTAIRE;52 RUE VICTOR HUGO ;27000;EVREUX;6910Z Activités juridiques;PROFESSIONNEL;Etendue;52 RUE VICTOR HUGO  EVREUX;52 RUE VICTOR HUGO  EVREUX;49.022001;1.149365;ETUDE DE MAITRE BESNARD PIERRE ALAIN NOTAIRE;SIREN : 319739926 | NAF : 6910Z Activités juridiques | Portée : Etendue
489159707;ZANONE STEPHANE;52 RUE VICTOR HUGO ;27000;EVREUX;6910Z Activités juridiques;PROFESSIONNEL;Etendue;52 RUE VICTOR HUGO  EVREUX;52 RUE VICTOR HUGO  EVREUX;49.022001;1.149365;ZANONE STEPHANE;SIREN : 489159707 | NAF : 6910Z Activités juridiques | Portée : Etendue
442068722;SCP TOCCHETTO FERET HUISSIERS DE JUSTICE ASSOCIES;BOULEVARD DU GENERAL DE GAULLE ;9200;ST GIRONS;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;BOULEVARD DU GENERAL DE GAULLE  ST GIRONS;BOULEVARD DU GENERAL DE GAULLE  ST GIRONS;42.986125;1.149531;SCP TOCCHETTO FERET HUISSIERS DE JUSTICE ASSOCIES;SIREN : 442068722 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
777650000;ADMR ARGENTRE DU PLESSIS;11 RUE ALAIN D'ARGENTRE ;35370;ARGENTRE DU PLESSIS;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;11 RUE ALAIN D'ARGENTRE  ARGENTRE DU PLESSIS;11 RUE ALAIN D'ARGENTRE  ARGENTRE DU PLESSIS;48.056989;-1.150303;ADMR ARGENTRE DU PLESSIS;SIREN : 777650000 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
789852000;ADMR LES MINI POUSS';9 RUE ALAIN D'ARGENTRE ;35370;ARGENTRE DU PLESSIS;8891A Autre action sociale sans hébergement;PROFESSIONNEL;Etendue;9 RUE ALAIN D'ARGENTRE  ARGENTRE DU PLESSIS;9 RUE ALAIN D'ARGENTRE  ARGENTRE DU PLESSIS;48.057166;-1.150389;ADMR LES MINI POUSS';SIREN : 789852000 | NAF : 8891A Autre action sociale sans hébergement | Portée : Etendue
444743314;GAZENGEL & LECONTE NOTAIRES ASSOCIES;ROUTE DE PARIS B.P. 10;76520;BOOS;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;ROUTE DE PARIS B.P. 10 BOOS;ROUTE DE PARIS B.P. 10 BOOS;49.406204;1.150651;GAZENGEL & LECONTE NOTAIRES ASSOCIES;SIREN : 444743314 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
494705395;ADMR FAMILLES AUJOURD'HUI DEMAIN;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS 41706 ;27000;EVREUX;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS 41706  EVREUX;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS 41706  EVREUX;49.027013;1.151361;ADMR FAMILLES AUJOURD'HUI DEMAIN;SIREN : 494705395 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
431796135;ADMR SSIAD DES SIX CANTONS;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706 ;27000;EVREUX;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706  EVREUX;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706  EVREUX;49.027013;1.151361;ADMR SSIAD DES SIX CANTONS;SIREN : 431796135 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
432478782;ASSOCIATION ADMR EURE EST;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706 ;27000;EVREUX;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706  EVREUX;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706  EVREUX;49.027013;1.151361;ASSOCIATION ADMR EURE EST;SIREN : 432478782 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
432478840;ASSOCIATION ADMR EURE OUEST;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706 ;27000;EVREUX;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706  EVREUX;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706  EVREUX;49.027013;1.151361;ASSOCIATION ADMR EURE OUEST;SIREN : 432478840 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
451878847;ASSOCIATION ADMR SEINE ANDELLE;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706 ;27000;EVREUX;8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées;PROFESSIONNEL;Etendue;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706  EVREUX;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706  EVREUX;49.027013;1.151361;ASSOCIATION ADMR SEINE ANDELLE;SIREN : 451878847 | NAF : 8810A Action sociale sans hébergement pour personnes âgées et pour personnes handicapées | Portée : Etendue
300053931;FEDERATION ADMR DE L'EURE;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706 ;27000;EVREUX;8899A Autre action sociale sans hébergement;PROFESSIONNEL;Etendue;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706  EVREUX;ZAC DU BOIS DES COMMUNES  RUE DU LUXEMBOURG CS41706  EVREUX;49.027013;1.151361;FEDERATION ADMR DE L'EURE;SIREN : 300053931 | NAF : 8899A Autre action sociale sans hébergement | Portée : Etendue
523090298;PAUL MARAGLIANO-CAROLE SNYERS;29 BIS RUE ISAMBARD BP 662;27006;EVREUX;;PROFESSIONNEL;Etendue;29 BIS RUE ISAMBARD BP 662 EVREUX;29 BIS RUE ISAMBARD BP 662 EVREUX;49.027013;1.151361;PAUL MARAGLIANO-CAROLE SNYERS;SIREN : 523090298 | NAF :  | Portée : Etendue
483314829;SCP JF HERBERT ET C BRUNET PAULY-CALLOT NOTAIRES ASSOCIES;19 RUE GARGOULLEAU BP 55;17003;LA ROCHELLE CEDEX 01;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;19 RUE GARGOULLEAU BP 55 17003 LA ROCHELLE CEDEX 01;19 RUE GARGOULLEAU  17003 LA ROCHELLE;46.161822;-1.15162;SCP JF HERBERT ET C BRUNET PAULY-CALLOT NOTAIRES ASSOCIES;SIREN : 483314829 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
780806360;CHAMBRE DEPARTEMENTALE DES NOTAIRES DE L' EURE;5 PLACE DUPONT DE L'EURE ;27000;EVREUX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;5 PLACE DUPONT DE L'EURE  EVREUX;5 PLACE DUPONT DE L'EURE  EVREUX;49.03002;1.151701;CHAMBRE DEPARTEMENTALE DES NOTAIRES DE L' EURE;SIREN : 780806360 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
350025920;ETUDE DE MAITRE DIDIER LEVESQUE HUISSIER DE JUSTICE;1 RUE CHARCOT ;27000;EVREUX;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;1 RUE CHARCOT  EVREUX;1 RUE CHARCOT  EVREUX;49.022645;1.151719;ETUDE DE MAITRE DIDIER LEVESQUE HUISSIER DE JUSTICE;SIREN : 350025920 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
316853712;SCP DELAROCHE MILLER COUDERT HUISSIERS DE JUSTICE ASSOCIES;32/34 RUE GARGOULLEAU ;17041;LA ROCHELLE CEDEX 1;6910Z Activités juridiques;PROFESSIONNEL;Etendue;32/34 RUE GARGOULLEAU  LA ROCHELLE CEDEX 1;32/34 RUE GARGOULLEAU  LA ROCHELLE CEDEX 1;46.162149;-1.15191;SCP DELAROCHE MILLER COUDERT HUISSIERS DE JUSTICE ASSOCIES;SIREN : 316853712 | NAF : 6910Z Activités juridiques | Portée : Etendue
781340732;SCP DIERES MONPLAISIR LEBEAU DAOULAS NOTAIRES ASSOCIES;12 PLACE DE VERDUN ;17000;LA ROCHELLE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;12 PLACE DE VERDUN  LA ROCHELLE;12 PLACE DE VERDUN  LA ROCHELLE;46.163007;-1.153265;SCP DIERES MONPLAISIR LEBEAU DAOULAS NOTAIRES ASSOCIES;SIREN : 781340732 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
;CHAMBRE DEPARTEMENTALE DES HUISSIERS DE JUSTICE DE LA CHARENTE MARITIME;TRIBUNAL DE GRANDE INSTANCE RUE DU PALAIS;17000;LA ROCHELLE;6910Z Activités juridiques;PROFESSIONNEL;Générale;TRIBUNAL DE GRANDE INSTANCE RUE DU PALAIS LA ROCHELLE;TRIBUNAL DE GRANDE INSTANCE RUE DU PALAIS LA ROCHELLE;46.159533;-1.153757;CHAMBRE DEPARTEMENTALE DES HUISSIERS DE JUSTICE DE LA CHARENTE MARITIME;SIREN :  | NAF : 6910Z Activités juridiques | Portée : Générale
304383631;SCP PRIEUR NOTAIRE;2 PLACE ARISTIDE BRIAND ;27340;PONT DE L'ARCHE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;2 PLACE ARISTIDE BRIAND  PONT DE L'ARCHE;2 PLACE ARISTIDE BRIAND  PONT DE L'ARCHE;49.303064;1.15471;SCP PRIEUR NOTAIRE;SIREN : 304383631 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
781340831;SCP ASSELIN RAGUET ROBIN PRODHOMME CORBELLE LABBE;35, RUE LA NOUE ;17000;LA ROCHELLE;741A Activités juridiques, comptables et de conseil de gestion;PROFESSIONNEL;Etendue;35, RUE LA NOUE  LA ROCHELLE;35, RUE LA NOUE  LA ROCHELLE;46.161752;-1.155364;SCP ASSELIN RAGUET ROBIN PRODHOMME CORBELLE LABBE;SIREN : 781340831 | NAF : 741A Activités juridiques, comptables et de conseil de gestion | Portée : Etendue
